name,objective,method,structure,target,zero_handling,arm,total_predicted_reserve,total_true_reserve,total_reserve_error,total_reserve_error_pct,max_ay_error_pct,rmse,mae
hgb_poisson__per_dy__raw__two_stage,poisson_hgb,hgb,per_dy,raw,two_stage,cv_dy_zcv,522895830.1312275,363119152.06,159776678.0712275,44.00117073550193,228.45932946899623,79954.45261627036,4342.780442994389
hgb_poisson__per_dy__raw__two_stage,poisson_hgb,hgb,per_dy,raw,two_stage,cv_global,623901585.2778363,363119152.06,260782433.21783632,71.81731719145068,288.278222464126,80564.44527895795,4900.182246642588
hgb_poisson__per_dy__raw__two_stage,poisson_hgb,hgb,per_dy,raw,two_stage,cv_type,540262360.4698024,363119152.06,177143208.40980238,48.78376902040466,166.0414068674461,84713.63919406876,4271.222280423646
hgb_poisson__per_dy__raw__two_stage,poisson_hgb,hgb,per_dy,raw,two_stage,cv_type_bs1,473587225.03584456,363119152.06,110468072.97584456,30.421990233550495,162.3794742329049,80445.31555770263,3938.827567117413
hgb_poisson__per_dy__raw__two_stage,poisson_hgb,hgb,per_dy,raw,two_stage,duan,522895830.1312275,363119152.06,159776678.0712275,44.00117073550193,228.45932946899623,79954.45261627036,4342.780442994389
hgb_poisson__per_dy__raw__two_stage,poisson_hgb,hgb,per_dy,raw,two_stage,insample_global,568307006.454153,363119152.06,205187854.39415294,56.507031708492406,254.74355179964178,80155.57677777004,4591.394138151367
hgb_poisson__per_dy__raw__two_stage,poisson_hgb,hgb,per_dy,raw,two_stage,iso_global,583214989.8826418,363119152.06,220095837.8226418,60.61256658428037,264.1424367033451,81289.31221117706,4672.510357561001
hgb_poisson__per_dy__raw__two_stage,poisson_hgb,hgb,per_dy,raw,two_stage,none,522895830.1312275,363119152.06,159776678.0712275,44.00117073550193,228.45932946899623,79954.45261627036,4342.780442994389
hgb_poisson__per_dy__raw__two_stage,poisson_hgb,hgb,per_dy,raw,two_stage,paper,522895830.1312275,363119152.06,159776678.0712275,44.00117073550193,228.45932946899623,79954.45261627036,4342.780442994389
hgb_poisson__per_dy__raw__two_stage,poisson_hgb,hgb,per_dy,raw,two_stage,shift_dy_bs1,546404568.671934,363119152.06,183285416.611934,50.47528216899142,242.7969950854251,80032.94939083359,4466.17426176194
hgb_poisson__per_dy__raw__two_stage,poisson_hgb,hgb,per_dy,raw,two_stage,shift_global,623886039.2552341,363119152.06,260766887.19523412,71.81303594588321,288.25906908504743,80564.13793699892,4900.107524109755
hgb_poisson__single_model__raw__include_zeros,poisson_hgb,hgb,single_model,raw,include_zeros,cv_dy,2690663889.3862877,363119152.06,2327544737.3262877,640.9864982670194,20642.47979955255,306538.3961875171,16146.77963214244
hgb_poisson__single_model__raw__include_zeros,poisson_hgb,hgb,single_model,raw,include_zeros,cv_dy_bs1,2738185422.7375264,363119152.06,2375066270.6775265,654.0735340462246,20642.47979955255,308149.0344042132,16406.156187051383
hgb_poisson__single_model__raw__include_zeros,poisson_hgb,hgb,single_model,raw,include_zeros,cv_dy_bsmean,2598010536.4346657,363119152.06,2234891384.3746657,615.4705340370984,20642.47979955255,289966.4032887079,15599.722115402144
hgb_poisson__single_model__raw__include_zeros,poisson_hgb,hgb,single_model,raw,include_zeros,cv_dy_heur,3173585936.2349863,363119152.06,2810466784.1749864,773.9792209336837,20642.47979955255,333174.9979491842,18799.380090083658
hgb_poisson__single_model__raw__include_zeros,poisson_hgb,hgb,single_model,raw,include_zeros,cv_dy_zcv,4014608831.508145,363119152.06,3651489679.448145,1005.5899444391716,20642.47979955255,407408.98086951434,23623.42047316138
hgb_poisson__single_model__raw__include_zeros,poisson_hgb,hgb,single_model,raw,include_zeros,cv_global,3549019033.9870987,363119152.06,3185899881.9270988,877.3703793515899,20642.47979955255,361140.3649602129,20980.738952187516
hgb_poisson__single_model__raw__include_zeros,poisson_hgb,hgb,single_model,raw,include_zeros,cv_type,2178626155.5583153,363119152.06,1815507003.4983153,499.97555711364134,9029.17120867409,135491.47103479572,13237.957626197087
hgb_poisson__single_model__raw__include_zeros,poisson_hgb,hgb,single_model,raw,include_zeros,cv_type_bs1,2227949298.976775,363119152.06,1864830146.9167752,513.5587413490765,9396.024092581716,141461.71779399348,13505.21629939006
hgb_poisson__single_model__raw__include_zeros,poisson_hgb,hgb,single_model,raw,include_zeros,duan,4295723006.477152,363119152.06,3932603854.417152,1083.0064545224946,25006.641252983874,438002.20451800985,25263.59334506406
hgb_poisson__single_model__raw__include_zeros,poisson_hgb,hgb,single_model,raw,include_zeros,insample_global,2074949792.1413813,363119152.06,1711830640.0813813,471.42394731042083,12027.183240329392,212697.03749391963,12656.823205208431
hgb_poisson__single_model__raw__include_zeros,poisson_hgb,hgb,single_model,raw,include_zeros,iso_global,1343576536.016989,363119152.06,980457383.956989,270.00982415683296,2826.407992427234,81223.01527513575,8671.05728185897
hgb_poisson__single_model__raw__include_zeros,poisson_hgb,hgb,single_model,raw,include_zeros,none,4295723006.477152,363119152.06,3932603854.417152,1083.0064545224946,25006.641252983874,438002.20451800985,25263.59334506406
hgb_poisson__single_model__raw__include_zeros,poisson_hgb,hgb,single_model,raw,include_zeros,paper,4295723006.477152,363119152.06,3932603854.417152,1083.0064545224946,25006.641252983874,438002.20451800985,25263.59334506406
hgb_poisson__single_model__raw__include_zeros,poisson_hgb,hgb,single_model,raw,include_zeros,shift_dy_bs1,2738585389.112763,363119152.06,2375466237.052763,654.1836814655959,20642.590784812684,308162.46237051213,16408.259761902318
hgb_poisson__single_model__raw__include_zeros,poisson_hgb,hgb,single_model,raw,include_zeros,shift_global,3549041214.057503,363119152.06,3185922061.9975033,877.3764875588489,20642.590784812684,361145.6284517079,20980.861923573444
hgb_poisson__single_model__raw__two_stage,poisson_hgb,hgb,single_model,raw,two_stage,cv_dy,1145787859.3472955,363119152.06,782668707.2872956,215.54046456849272,575.4321784469486,80656.75105203263,7628.93819036285
hgb_poisson__single_model__raw__two_stage,poisson_hgb,hgb,single_model,raw,two_stage,cv_dy_bs1,1026337843.6582918,363119152.06,663218691.5982919,182.6449218764162,509.7536800811879,79587.56252139116,6965.159808572282
hgb_poisson__single_model__raw__two_stage,poisson_hgb,hgb,single_model,raw,two_stage,cv_dy_bsmean,1032933052.1417687,363119152.06,669813900.0817688,184.46118754184909,513.3905851455717,79632.18944554267,7001.936774725894
hgb_poisson__single_model__raw__two_stage,poisson_hgb,hgb,single_model,raw,two_stage,cv_dy_heur,1207312413.7494676,363119152.06,844193261.6894677,232.48381609736114,607.7217139654589,80454.0880731049,7947.66328648594
hgb_poisson__single_model__raw__two_stage,poisson_hgb,hgb,single_model,raw,two_stage,cv_dy_zcv,1073924607.6561186,363119152.06,710805455.5961187,195.7499216341717,531.5655763521117,79328.56222712564,7220.588299063831
hgb_poisson__single_model__raw__two_stage,poisson_hgb,hgb,single_model,raw,two_stage,cv_global,1102242894.0143023,363119152.06,739123741.9543023,203.54854260955454,548.8505595460313,79456.31954056853,7363.780716219717
hgb_poisson__single_model__raw__two_stage,poisson_hgb,hgb,single_model,raw,two_stage,cv_type,1104242725.147417,363119152.06,741123573.0874171,204.09927950177567,542.663197920213,79673.71397927553,7351.462484847847
hgb_poisson__single_model__raw__two_stage,poisson_hgb,hgb,single_model,raw,two_stage,cv_type_bs1,1040328651.9994736,363119152.06,677209499.9394736,186.4978743471991,512.4038826898238,79147.47311105796,7037.4051028478525
hgb_poisson__single_model__raw__two_stage,poisson_hgb,hgb,single_model,raw,two_stage,duan,1040328651.9994736,363119152.06,677209499.9394736,186.4978743471991,512.4038826898238,79147.47311105796,7037.4051028478525
hgb_poisson__single_model__raw__two_stage,poisson_hgb,hgb,single_model,raw,two_stage,insample_global,1049191917.6971631,363119152.06,686072765.6371632,188.93874414087634,517.6213669109346,79189.05872589779,7084.018469523642
hgb_poisson__single_model__raw__two_stage,poisson_hgb,hgb,single_model,raw,two_stage,iso_global,1077926974.963676,363119152.06,714807822.903676,196.85214036453928,554.0015175271893,79418.75310549556,7299.241611128546
hgb_poisson__single_model__raw__two_stage,poisson_hgb,hgb,single_model,raw,two_stage,none,1040328651.9994736,363119152.06,677209499.9394736,186.4978743471991,512.4038826898238,79147.47311105796,7037.4051028478525
hgb_poisson__single_model__raw__two_stage,poisson_hgb,hgb,single_model,raw,two_stage,paper,1040328651.9994736,363119152.06,677209499.9394736,186.4978743471991,512.4038826898238,79147.47311105796,7037.4051028478525
hgb_poisson__single_model__raw__two_stage,poisson_hgb,hgb,single_model,raw,two_stage,shift_dy_bs1,1026379008.5775056,363119152.06,663259856.5175056,182.65625835343212,509.7698763570821,79586.94806256673,6965.352482543387
hgb_poisson__single_model__raw__two_stage,poisson_hgb,hgb,single_model,raw,two_stage,shift_global,1102247442.4815564,363119152.06,739128290.4215565,203.5497952196767,548.8489036722776,79456.29365732228,7363.810322089051
lightgbm_poisson__per_dy__raw__include_zeros,poisson_lgbm,lightgbm,per_dy,raw,include_zeros,cv_dy,77099250280.72513,363119152.06,76736131128.66513,21132.493478610468,48140.25069935646,3843025.339249496,459262.48666540213
lightgbm_poisson__per_dy__raw__include_zeros,poisson_lgbm,lightgbm,per_dy,raw,include_zeros,cv_dy_bs1,52284313212.84183,363119152.06,51921194060.78183,14298.66581430071,32624.15119500617,2601424.127790974,311871.27334499586
lightgbm_poisson__per_dy__raw__include_zeros,poisson_lgbm,lightgbm,per_dy,raw,include_zeros,cv_dy_bsmean,53737667907.18125,363119152.06,53374548755.121254,14698.907631922953,33531.719292388254,2673590.686592003,320500.1275323827
lightgbm_poisson__per_dy__raw__include_zeros,poisson_lgbm,lightgbm,per_dy,raw,include_zeros,cv_dy_heur,32368083499.715973,363119152.06,32004964347.65597,8813.90148828273,20170.130864262326,1604424.8471693904,193573.5500154492
lightgbm_poisson__per_dy__raw__include_zeros,poisson_lgbm,lightgbm,per_dy,raw,include_zeros,cv_dy_zcv,27516582253.61891,363119152.06,27153463101.55891,7477.838320428829,17130.585247901494,1363182.8712561897,164769.68033871145
lightgbm_poisson__per_dy__raw__include_zeros,poisson_lgbm,lightgbm,per_dy,raw,include_zeros,cv_global,77099250280.72513,363119152.06,76736131128.66513,21132.493478610468,48140.25069935646,3843025.339249496,459262.48666540213
lightgbm_poisson__per_dy__raw__include_zeros,poisson_lgbm,lightgbm,per_dy,raw,include_zeros,cv_type,71704946007.33733,363119152.06,71341826855.27733,19646.946863185327,37261.07320852021,4070768.7329902984,427177.8074060777
lightgbm_poisson__per_dy__raw__include_zeros,poisson_lgbm,lightgbm,per_dy,raw,include_zeros,cv_type_bs1,62217740461.960365,363119152.06,61854621309.90037,17034.249215166656,33472.826664383436,3387572.9725116077,370840.82519684074
lightgbm_poisson__per_dy__raw__include_zeros,poisson_lgbm,lightgbm,per_dy,raw,include_zeros,duan,27516582253.61891,363119152.06,27153463101.55891,7477.838320428829,17130.585247901494,1363182.8712561897,164769.68033871145
lightgbm_poisson__per_dy__raw__include_zeros,poisson_lgbm,lightgbm,per_dy,raw,include_zeros,insample_global,635801914.8618383,363119152.06,272682762.80183834,75.09456916686719,319.1903802881283,82875.85569865415,5150.9561294981995
lightgbm_poisson__per_dy__raw__include_zeros,poisson_lgbm,lightgbm,per_dy,raw,include_zeros,iso_global,2549134027.734428,363119152.06,2186014875.674428,602.0103492952697,1513.4623951354274,127446.31478588088,16369.5097839023
lightgbm_poisson__per_dy__raw__include_zeros,poisson_lgbm,lightgbm,per_dy,raw,include_zeros,none,27516582253.61891,363119152.06,27153463101.55891,7477.838320428829,17130.585247901494,1363182.8712561897,164769.68033871145
lightgbm_poisson__per_dy__raw__include_zeros,poisson_lgbm,lightgbm,per_dy,raw,include_zeros,paper,27516582253.61891,363119152.06,27153463101.55891,7477.838320428829,17130.585247901494,1363182.8712561897,164769.68033871145
lightgbm_poisson__per_dy__raw__include_zeros,poisson_lgbm,lightgbm,per_dy,raw,include_zeros,shift_dy_bs1,52267351928.78058,363119152.06,51904232776.72058,14293.994817476383,32613.53485584725,2600574.2806691225,311770.5310409887
lightgbm_poisson__per_dy__raw__include_zeros,poisson_lgbm,lightgbm,per_dy,raw,include_zeros,shift_global,77065125506.7445,363119152.06,76702006354.68451,21123.095799147122,48118.8924059168,3841314.8234465695,459059.81423280016
lightgbm_poisson__per_dy__raw__two_stage,poisson_lgbm,lightgbm,per_dy,raw,two_stage,cv_dy,577765051.5573945,363119152.06,214645899.4973945,59.1116988128259,229.03233876174784,81827.41482698331,4661.625018424684
lightgbm_poisson__per_dy__raw__two_stage,poisson_lgbm,lightgbm,per_dy,raw,two_stage,cv_dy_bs1,510936180.2545922,363119152.06,147817028.19459218,40.707582443948766,197.6477730229727,80927.14919190519,4296.611183899773
lightgbm_poisson__per_dy__raw__two_stage,poisson_lgbm,lightgbm,per_dy,raw,two_stage,cv_dy_bsmean,518804305.77531826,363119152.06,155685153.71531826,42.874398894166184,202.25800946271363,80977.28562391677,4335.658811977529
lightgbm_poisson__per_dy__raw__two_stage,poisson_lgbm,lightgbm,per_dy,raw,two_stage,cv_dy_heur,557720689.7712266,363119152.06,194601537.71122664,53.59164797759598,218.42245933827633,81623.4740011991,4551.460422185881
lightgbm_poisson__per_dy__raw__two_stage,poisson_lgbm,lightgbm,per_dy,raw,two_stage,cv_dy_zcv,510936180.2545922,363119152.06,147817028.19459218,40.707582443948766,197.6477730229727,80927.14919190519,4296.611183899773
lightgbm_poisson__per_dy__raw__two_stage,poisson_lgbm,lightgbm,per_dy,raw,two_stage,cv_global,577765051.5573945,363119152.06,214645899.4973945,59.1116988128259,229.03233876174784,81827.41482698331,4661.625018424684
lightgbm_poisson__per_dy__raw__two_stage,poisson_lgbm,lightgbm,per_dy,raw,two_stage,cv_type,524205142.527999,363119152.06,161085990.46799898,44.36174450015843,139.55051425022313,106252.5221992964,4192.847853583188
lightgbm_poisson__per_dy__raw__two_stage,poisson_lgbm,lightgbm,per_dy,raw,two_stage,cv_type_bs1,454670016.5669448,363119152.06,91550864.50694478,25.21234806469733,137.50333259563703,86506.04924138656,3831.2391479462713
lightgbm_poisson__per_dy__raw__two_stage,poisson_lgbm,lightgbm,per_dy,raw,two_stage,duan,510936180.2545922,363119152.06,147817028.19459218,40.707582443948766,197.6477730229727,80927.14919190519,4296.611183899773
lightgbm_poisson__per_dy__raw__two_stage,poisson_lgbm,lightgbm,per_dy,raw,two_stage,insample_global,534223792.8930576,363119152.06,171104640.83305758,47.120797639664325,209.70037451280433,81108.45993612078,4422.642164050873
lightgbm_poisson__per_dy__raw__two_stage,poisson_lgbm,lightgbm,per_dy,raw,two_stage,iso_global,563839937.6116691,363119152.06,200720785.55166906,55.27683803318173,241.71879763217152,81027.51275754975,4493.756097104734
lightgbm_poisson__per_dy__raw__two_stage,poisson_lgbm,lightgbm,per_dy,raw,two_stage,none,510936180.2545922,363119152.06,147817028.19459218,40.707582443948766,197.6477730229727,80927.14919190519,4296.611183899773
lightgbm_poisson__per_dy__raw__two_stage,poisson_lgbm,lightgbm,per_dy,raw,two_stage,paper,510936180.2545922,363119152.06,147817028.19459218,40.707582443948766,197.6477730229727,80927.14919190519,4296.611183899773
lightgbm_poisson__per_dy__raw__two_stage,poisson_lgbm,lightgbm,per_dy,raw,two_stage,shift_dy_bs1,510936180.2545922,363119152.06,147817028.19459218,40.707582443948766,197.6477730229727,80927.14919190519,4296.611183899773
lightgbm_poisson__per_dy__raw__two_stage,poisson_lgbm,lightgbm,per_dy,raw,two_stage,shift_global,577760484.3457357,363119152.06,214641332.28573567,59.11044104065032,229.02490079170397,81827.07453711685,4661.613274651709
lightgbm_poisson__single_model__raw__include_zeros,poisson_lgbm,lightgbm,single_model,raw,include_zeros,cv_dy,731178354.0755012,363119152.06,368059202.0155012,101.36044874732603,348.6612480225171,82369.08723236632,5420.4610486600795
lightgbm_poisson__single_model__raw__include_zeros,poisson_lgbm,lightgbm,single_model,raw,include_zeros,cv_dy_bs1,634359126.9944682,363119152.06,271239974.9344682,74.6972373656705,295.26948673718056,80949.33821742085,4878.862494960165
lightgbm_poisson__single_model__raw__include_zeros,poisson_lgbm,lightgbm,single_model,raw,include_zeros,cv_dy_bsmean,652305556.1378335,363119152.06,289186404.0778335,79.63953496731281,305.3712081448461,81108.58307732246,4976.131906455589
lightgbm_poisson__single_model__raw__include_zeros,poisson_lgbm,lightgbm,single_model,raw,include_zeros,cv_dy_heur,733780344.1343064,363119152.06,370661192.0743064,102.07701520878751,349.8161173387001,82378.79596224162,5433.736128756024
lightgbm_poisson__single_model__raw__include_zeros,poisson_lgbm,lightgbm,single_model,raw,include_zeros,cv_dy_zcv,684379182.6491127,363119152.06,321260030.5891127,88.47234544545017,321.5610631172103,81667.37705606753,5165.28722206197
lightgbm_poisson__single_model__raw__include_zeros,poisson_lgbm,lightgbm,single_model,raw,include_zeros,cv_global,664106922.9824467,363119152.06,300987770.92244667,82.88953342585272,312.3280466757504,81182.2464682689,5036.226510547524
lightgbm_poisson__single_model__raw__include_zeros,poisson_lgbm,lightgbm,single_model,raw,include_zeros,cv_type,672106294.9814794,363119152.06,308987142.9214794,85.09249406663736,308.4728320423353,81682.64098366608,5054.676804125397
lightgbm_poisson__single_model__raw__include_zeros,poisson_lgbm,lightgbm,single_model,raw,include_zeros,cv_type_bs1,611181013.7003498,363119152.06,248061861.6403498,68.31417738036613,279.46762008236317,80812.27956829999,4768.08039307203
lightgbm_poisson__single_model__raw__include_zeros,poisson_lgbm,lightgbm,single_model,raw,include_zeros,duan,611181013.7003498,363119152.06,248061861.6403498,68.31417738036613,279.46762008236317,80812.27956829999,4768.08039307203
lightgbm_poisson__single_model__raw__include_zeros,poisson_lgbm,lightgbm,single_model,raw,include_zeros,insample_global,611099224.0228356,363119152.06,247980071.9628356,68.29165318216556,279.4168388349456,80811.74921172454,4767.667812295976
lightgbm_poisson__single_model__raw__include_zeros,poisson_lgbm,lightgbm,single_model,raw,include_zeros,iso_global,684692483.7775081,363119152.06,321573331.71750814,88.55862597530327,339.04776122834306,80580.59094991295,5141.950805844934
