name,objective,method,structure,target,zero_handling,arm,total_predicted_reserve,total_true_reserve,total_reserve_error,total_reserve_error_pct,max_ay_error_pct,rmse,mae
hgb_gamma__per_dy__raw__two_stage,gamma_hgb,hgb,per_dy,raw,two_stage,iso_global,491921781.51324457,363119152.06,128802629.45324457,35.471174880900215,192.91356497729,81473.31818391311,4123.727207294154
hgb_gamma__per_dy__raw__two_stage,gamma_hgb,hgb,per_dy,raw,two_stage,none,405764903.9770922,363119152.06,42645751.917092204,11.744286049127377,156.1211578998333,79702.91652079401,3716.799224269952
hgb_gamma__per_dy__raw__two_stage,gamma_hgb,hgb,per_dy,raw,two_stage,paper,405764903.9770922,363119152.06,42645751.917092204,11.744286049127377,156.1211578998333,79702.91652079401,3716.799224269952
hgb_gamma__per_dy__raw__two_stage,gamma_hgb,hgb,per_dy,raw,two_stage,shift_dy_bs1,487930571.1196799,363119152.06,124811419.05967993,34.372028672025735,209.0596526525116,79898.85077084164,4128.883833240813
hgb_gamma__per_dy__raw__two_stage,gamma_hgb,hgb,per_dy,raw,two_stage,shift_global,537505643.1825261,363119152.06,174386491.1225261,48.02459196470897,234.3142972879517,80160.86472254456,4401.072949863892
hgb_gamma__single_model__raw__two_stage,gamma_hgb,hgb,single_model,raw,two_stage,cv_dy,1061240478.1618304,363119152.06,698121326.1018305,192.2568176702716,629.275344132461,80972.52794069385,7306.509458339945
hgb_gamma__single_model__raw__two_stage,gamma_hgb,hgb,single_model,raw,two_stage,cv_dy_bs1,913118489.6953473,363119152.06,549999337.6353474,151.46525169910845,533.3187071228714,80093.96840346474,6475.37802037512
hgb_gamma__single_model__raw__two_stage,gamma_hgb,hgb,single_model,raw,two_stage,cv_dy_bsmean,929512856.5568256,363119152.06,566393704.4968257,155.98012423295086,543.9929998127602,80158.12528030973,6566.6790678696325
hgb_gamma__single_model__raw__two_stage,gamma_hgb,hgb,single_model,raw,two_stage,cv_dy_heur,973888317.1831648,363119152.06,610769165.1231649,168.2007577012199,573.8109735262276,80229.69489932795,6811.933216000304
hgb_gamma__single_model__raw__two_stage,gamma_hgb,hgb,single_model,raw,two_stage,cv_dy_zcv,990201059.9121197,363119152.06,627081907.8521197,172.69315162657787,582.8985607381999,80473.80135057867,6915.451419921399
hgb_gamma__single_model__raw__two_stage,gamma_hgb,hgb,single_model,raw,two_stage,cv_global,816600912.3328499,363119152.06,453481760.27284986,124.88511214575617,475.4326546653663,79635.12572259274,5935.708564734323
hgb_gamma__single_model__raw__two_stage,gamma_hgb,hgb,single_model,raw,two_stage,cv_type,821853508.2946117,363119152.06,458734356.2346117,126.3316334685681,449.93707589333314,79253.37195607257,5890.522659166327
hgb_gamma__single_model__raw__two_stage,gamma_hgb,hgb,single_model,raw,two_stage,cv_type_bs1,806658906.5653925,363119152.06,443539754.5053925,122.14716629215529,447.20876163170703,79380.31217493664,5833.188328673964
hgb_gamma__single_model__raw__two_stage,gamma_hgb,hgb,single_model,raw,two_stage,duan,676970874.8468845,363119152.06,313851722.7868845,86.43215897767497,377.03981438303316,79484.35501652978,5213.515522454621
hgb_gamma__single_model__raw__two_stage,gamma_hgb,hgb,single_model,raw,two_stage,insample_global,767724055.7057205,363119152.06,404604903.64572054,111.42483158774992,440.9906904991745,79568.11419175722,5681.339759471618
hgb_gamma__single_model__raw__two_stage,gamma_hgb,hgb,single_model,raw,two_stage,iso_global,835995603.9789414,363119152.06,472876451.91894144,130.2262492177239,448.29218392923156,79321.80232535122,5989.600548145761
hgb_gamma__single_model__raw__two_stage,gamma_hgb,hgb,single_model,raw,two_stage,none,676970874.8468845,363119152.06,313851722.7868845,86.43215897767497,377.03981438303316,79484.35501652978,5213.515522454621
hgb_gamma__single_model__raw__two_stage,gamma_hgb,hgb,single_model,raw,two_stage,paper,676970874.8468845,363119152.06,313851722.7868845,86.43215897767497,377.03981438303316,79484.35501652978,5213.515522454621
hgb_gamma__single_model__raw__two_stage,gamma_hgb,hgb,single_model,raw,two_stage,shift_dy_bs1,913087779.2790693,363119152.06,549968627.2190692,151.45679430541168,533.2707866128883,80093.25408556446,6475.216787231379
hgb_gamma__single_model__raw__two_stage,gamma_hgb,hgb,single_model,raw,two_stage,shift_global,816621588.3059676,363119152.06,453502436.24596757,124.8908061371087,475.4281786808865,79635.11124587727,5935.8371992298835
hgb_poisson__per_dy__raw__include_zeros,poisson_hgb,hgb,per_dy,raw,include_zeros,cv_dy,660504907.101059,363119152.06,297385755.04105896,81.89756815468671,182.53672231417727,105640.10582394768,5080.413539809724
hgb_poisson__per_dy__raw__include_zeros,poisson_hgb,hgb,per_dy,raw,include_zeros,cv_dy_bs1,711621876.3290153,363119152.06,348502724.26901525,95.97475712639645,185.70632528323827,117263.81392764341,5377.380992006564
hgb_poisson__per_dy__raw__include_zeros,poisson_hgb,hgb,per_dy,raw,include_zeros,cv_dy_bsmean,709393546.0470579,363119152.06,346274393.98705786,95.3610934654973,186.0678258150313,116406.45506254645,5364.010140107734
hgb_poisson__per_dy__raw__include_zeros,poisson_hgb,hgb,per_dy,raw,include_zeros,cv_dy_heur,842669811.0656872,363119152.06,479550659.0056872,132.06427044268065,221.7995267708632,146671.7789850925,6128.388580550597
hgb_poisson__per_dy__raw__include_zeros,poisson_hgb,hgb,per_dy,raw,include_zeros,cv_dy_zcv,1100912840.206191,363119152.06,737793688.1461911,203.18225683240243,400.5917145202874,220624.8729054827,7651.998645614028
hgb_poisson__per_dy__raw__include_zeros,poisson_hgb,hgb,per_dy,raw,include_zeros,cv_global,660504907.101059,363119152.06,297385755.04105896,81.89756815468671,182.53672231417727,105640.10582394768,5080.413539809724
hgb_poisson__per_dy__raw__include_zeros,poisson_hgb,hgb,per_dy,raw,include_zeros,cv_type,636494365.2551522,363119152.06,273375213.1951522,75.2852642567256,155.39029176754565,100782.38425412573,4900.975190799863
hgb_poisson__per_dy__raw__include_zeros,poisson_hgb,hgb,per_dy,raw,include_zeros,cv_type_bs1,665516219.5968702,363119152.06,302397067.5368702,83.27764201401958,158.5160639735376,111668.06247834225,5087.042545384897
hgb_poisson__per_dy__raw__include_zeros,poisson_hgb,hgb,per_dy,raw,include_zeros,duan,1100912840.206191,363119152.06,737793688.1461911,203.18225683240243,400.5917145202874,220624.8729054827,7651.998645614028
hgb_poisson__per_dy__raw__include_zeros,poisson_hgb,hgb,per_dy,raw,include_zeros,insample_global,428245020.25039613,363119152.06,65125868.19039613,17.93512344940568,150.06982972470186,81305.41530659115,3794.4766614248197
hgb_poisson__per_dy__raw__include_zeros,poisson_hgb,hgb,per_dy,raw,include_zeros,iso_global,547854200.0209861,363119152.06,184735047.96098608,50.87449860823132,185.21191542475532,81487.9263614487,4497.161487203571
hgb_poisson__per_dy__raw__include_zeros,poisson_hgb,hgb,per_dy,raw,include_zeros,none,1100912840.206191,363119152.06,737793688.1461911,203.18225683240243,400.5917145202874,220624.8729054827,7651.998645614028
hgb_poisson__per_dy__raw__include_zeros,poisson_hgb,hgb,per_dy,raw,include_zeros,paper,1100912840.206191,363119152.06,737793688.1461911,203.18225683240243,400.5917145202874,220624.8729054827,7651.998645614028
hgb_poisson__per_dy__raw__include_zeros,poisson_hgb,hgb,per_dy,raw,include_zeros,shift_dy_bs1,712157036.9114327,363119152.06,349037884.85143274,96.1221359080943,185.74270162615534,117384.76593823255,5380.465384778977
hgb_poisson__per_dy__raw__include_zeros,poisson_hgb,hgb,per_dy,raw,include_zeros,shift_global,660561759.8520706,363119152.06,297442607.79207057,81.91322493034535,182.5409957113084,105649.24790248793,5080.776448600882
hgb_poisson__per_dy__raw__two_stage,poisson_hgb,hgb,per_dy,raw,two_stage,cv_dy,623901585.2778363,363119152.06,260782433.21783632,71.81731719145068,288.278222464126,80564.44527895795,4900.182246642588
hgb_poisson__per_dy__raw__two_stage,poisson_hgb,hgb,per_dy,raw,two_stage,cv_dy_bs1,546370433.872211,363119152.06,183251281.81221098,50.46588172852184,242.77923656261265,80032.80929961431,4465.984923502925
hgb_poisson__per_dy__raw__two_stage,poisson_hgb,hgb,per_dy,raw,two_stage,cv_dy_bsmean,560349445.2198256,363119152.06,197230293.15982562,54.31558540521054,249.96099528799496,80073.10646123288,4542.147532702916
hgb_poisson__per_dy__raw__two_stage,poisson_hgb,hgb,per_dy,raw,two_stage,cv_dy_heur,582120313.0807666,363119152.06,219001161.02076656,60.31110168063509,261.73444220226963,80178.7651451875,4665.19788156051
